,1,2,3,4,5,6,7,8,9,10
82,7132.0,4406.0,6267.0,14669.0,2916.0,5249.0,11274.0,3500.0,6457.0,5809.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,5484.0,3643.0,5856.0,11522.0,4436.0,7028.0,9418.0,5409.0,5762.0,5747.0
86,4625.0,4250.0,5704.0,8922.0,4247.0,6066.0,6884.0,4358.0,5048.0,4662.0
87,4293.0,4114.0,6663.0,8692.0,3875.0,5359.0,7210.0,4649.0,4219.0,4531.0
88,4390.0,3872.0,6197.0,8264.0,3949.0,5798.0,8011.0,4100.0,4623.0,4529.0
89,5075.0,2461.0,4656.0,9985.0,1571.0,3297.0,5276.0,2646.0,5046.0,4607.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,6046.0,6696.0,9781.0,10943.0,6817.0,7883.0,11404.0,8004.0,7024.0,7087.0
92,5514.0,6574.0,9416.0,9238.0,5204.0,7676.0,10176.0,6875.0,6101.0,5782.0
93,4903.0,6520.0,8414.0,8798.0,5698.0,6645.0,7548.0,5239.0,4779.0,5541.0
94,4366.0,5301.0,7959.0,8764.0,4509.0,6389.0,7253.0,6009.0,5770.0,4689.0
95,5263.0,4334.0,8866.0,9492.0,4767.0,6520.0,8949.0,5379.0,6055.0,6096.0
96,4773.0,2561.0,3765.0,9901.0,1515.0,3121.0,4887.0,2202.0,4873.0,4321.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3941.0,3850.0,5295.0,7181.0,3344.0,5683.0,6342.0,3837.0,4665.0,4558.0
99,3357.0,4059.0,5092.0,6559.0,3367.0,5641.0,6747.0,4346.0,4535.0,4592.0
100,3649.0,4776.0,5320.0,6154.0,3636.0,5758.0,6100.0,3825.0,4227.0,4426.0
101,2952.0,3516.0,5399.0,6390.0,3280.0,5156.0,6465.0,5039.0,4799.0,4184.0
102,4303.0,3525.0,5608.0,7287.0,3596.0,5872.0,7029.0,3739.0,5359.0,4743.0
103,4350.0,2701.0,4007.0,8749.0,2152.0,4166.0,5128.0,2562.0,4529.0,4092.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,5672.0,6774.0,8979.0,11138.0,6458.0,8100.0,10465.0,7436.0,6622.0,7365.0
106,4492.0,5775.0,8294.0,9166.0,4859.0,7543.0,9166.0,6195.0,6088.0,5343.0
107,4309.0,6260.0,8041.0,7496.0,5076.0,6514.0,7970.0,5061.0,5600.0,5184.0
108,3939.0,4689.0,7232.0,7985.0,4775.0,6212.0,7960.0,6315.0,4698.0,5291.0
109,4841.0,4914.0,7194.0,8593.0,4228.0,6598.0,8399.0,4663.0,5643.0,4844.0
110,5726.0,2134.0,3773.0,9752.0,1428.0,3346.0,5164.0,2471.0,5248.0,4074.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,5821.0,6707.0,9036.0,11140.0,6967.0,8088.0,10913.0,8005.0,7440.0,7284.0
113,5925.0,6872.0,11641.0,14870.0,6387.0,9810.0,12517.0,8872.0,7441.0,7468.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,6486.0,6699.0,9884.0,12976.0,6347.0,8943.0,12432.0,7765.0,7734.0,6959.0
116,6027.0,5938.0,9198.0,11335.0,5531.0,8164.0,10699.0,5790.0,7080.0,6119.0
117,5912.0,2260.0,4732.0,9713.0,1922.0,3620.0,6426.0,2517.0,5656.0,5392.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4568.0,3840.0,6092.0,7915.0,3895.0,5918.0,8820.0,5090.0,5292.0,5579.0
120,4624.0,4131.0,6048.0,8175.0,3961.0,6581.0,8039.0,4271.0,4861.0,5250.0
121,5230.0,5605.0,6866.0,9078.0,4680.0,7143.0,8250.0,4797.0,5972.0,5469.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,5409.0,4888.0,7821.0,10624.0,4937.0,6355.0,10983.0,4974.0,5966.0,5945.0
124,5064.0,2702.0,6103.0,10399.0,1788.0,4094.0,6153.0,2552.0,5021.0,4506.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,6106.0,6604.0,8836.0,12178.0,6862.0,8389.0,11380.0,7419.0,6902.0,6948.0
127,5083.0,5913.0,8802.0,10091.0,5587.0,7179.0,10353.0,7531.0,6414.0,6194.0
128,4790.0,6263.0,8094.0,9446.0,5443.0,7219.0,9086.0,5857.0,5735.0,5275.0
129,4448.0,5317.0,8081.0,8839.0,4790.0,6902.0,8754.0,6893.0,5497.0,5810.0
130,4856.0,4582.0,7980.0,9049.0,5354.0,7346.0,8936.0,5413.0,5511.0,6042.0
131,4413.0,2343.0,3946.0,10853.0,1939.0,3822.0,7121.0,2549.0,5175.0,4216.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,4789.0,4548.0,6829.0,9778.0,4495.0,7053.0,7332.0,4675.0,6111.0,4846.0
135,3559.0,4663.0,5617.0,7456.0,4381.0,5498.0,5897.0,4062.0,4727.0,5030.0
136,4030.0,3916.0,4929.0,7078.0,3930.0,6249.0,7385.0,4726.0,3948.0,3686.0
137,4232.0,3778.0,6220.0,7737.0,3830.0,6397.0,7303.0,3944.0,4678.0,5093.0
138,4408.0,2823.0,4144.0,9971.0,1668.0,4100.0,4084.0,2064.0,5562.0,4677.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,5519.0,6751.0,9551.0,11293.0,6746.0,7806.0,11260.0,8313.0,7262.0,5889.0
141,4995.0,5732.0,9168.0,9804.0,5725.0,6508.0,10304.0,6662.0,6044.0,5303.0
142,5784.0,5345.0,9222.0,9457.0,5334.0,6571.0,8626.0,6244.0,6863.0,5275.0
143,0.0,5822.0,0.0,8975.0,5065.0,6594.0,9571.0,7077.0,0.0,5037.0
144,7893.0,5916.0,12211.0,13064.0,6082.0,9521.0,11727.0,5701.0,8529.0,6102.0
145,5693.0,2335.0,4947.0,11592.0,2157.0,4282.0,7098.0,2678.0,5321.0,4623.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,5422.0,6959.0,10025.0,13444.0,0.0,7155.0,12730.0,7562.0,7387.0,6538.0
148,5220.0,6280.0,8935.0,10584.0,3374.0,7563.0,10746.0,7059.0,5728.0,5906.0
149,5012.0,6682.0,7714.0,9537.0,5349.0,7138.0,8210.0,5549.0,5090.0,5440.0
150,4881.0,4776.0,8051.0,8695.0,5235.0,6780.0,8535.0,6312.0,4997.0,5958.0
151,4315.0,5237.0,8351.0,9561.0,5056.0,7755.0,9231.0,5273.0,6058.0,6488.0
152,4262.0,2246.0,4002.0,8419.0,2163.0,4357.0,6334.0,2791.0,5366.0,4943.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,4291.0,3786.0,5881.0,8917.0,4745.0,6669.0,8153.0,4942.0,5330.0,5472.0
155,3784.0,4233.0,5592.0,7557.0,4368.0,6184.0,7972.0,4875.0,4559.0,4739.0
156,3563.0,4638.0,5520.0,7179.0,4230.0,6109.0,6847.0,4295.0,4308.0,4369.0
157,3661.0,3763.0,5499.0,7680.0,4066.0,5472.0,7498.0,4608.0,4880.0,4652.0
158,4150.0,4437.0,6440.0,8291.0,4487.0,6440.0,8240.0,3828.0,4919.0,5055.0
159,4766.0,2724.0,4330.0,9774.0,1970.0,3951.0,6090.0,2653.0,5094.0,4765.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,5337.0,7259.0,10328.0,13108.0,8126.0,7995.0,12592.0,8248.0,7704.0,7854.0
162,4633.0,5309.0,9065.0,9796.0,5853.0,7317.0,10651.0,7131.0,6040.0,7078.0
163,4180.0,5708.0,7745.0,9357.0,5594.0,6975.0,9036.0,5355.0,5116.0,5697.0
164,5011.0,4683.0,6633.0,9545.0,5315.0,6298.0,8683.0,6645.0,5400.0,5286.0
165,5173.0,5333.0,8739.0,9438.0,6029.0,7285.0,9302.0,5986.0,5515.0,5687.0
166,4341.0,2566.0,4199.0,8773.0,2250.0,4501.0,5582.0,2326.0,4731.0,4795.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,3549.0,4388.0,6538.0,9187.0,4517.0,6394.0,8499.0,4572.0,5291.0,5905.0
169,4536.0,3921.0,5414.0,8429.0,3476.0,4942.0,8285.0,4090.0,5078.0,4946.0
170,3827.0,4869.0,5461.0,8218.0,4511.0,5938.0,7585.0,3794.0,4255.0,4923.0
171,3593.0,4791.0,6546.0,8181.0,4646.0,5988.0,7481.0,4961.0,4983.0,4791.0
172,4407.0,5261.0,8280.0,9674.0,5303.0,7437.0,10324.0,4293.0,5358.0,5814.0
173,5804.0,3687.0,6227.0,10291.0,2460.0,4460.0,6067.0,2468.0,6041.0,4610.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,5614.0,6336.0,9469.0,13203.0,9047.0,9914.0,15123.0,7771.0,7929.0,7138.0
176,5868.0,5862.0,9158.0,9650.0,6652.0,7909.0,12421.0,6558.0,6950.0,5828.0
177,5875.0,6527.0,9924.0,9089.0,7100.0,7496.0,9851.0,5081.0,6141.0,5636.0
178,5701.0,5820.0,8932.0,8899.0,6473.0,6871.0,9256.0,6368.0,5678.0,5798.0
179,4986.0,5288.0,9257.0,8419.0,7054.0,6723.0,10005.0,4959.0,6015.0,5663.0
180,4090.0,4504.0,4882.0,7924.0,1957.0,3912.0,5608.0,2612.0,4996.0,4349.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,4475.0,4460.0,6103.0,7976.0,4896.0,7090.0,8490.0,3960.0,5226.0,5792.0
183,4047.0,4600.0,6097.0,6554.0,4758.0,5749.0,9463.0,4513.0,4720.0,4503.0
184,3963.0,5244.0,6691.0,6519.0,5038.0,5765.0,8982.0,3668.0,4495.0,4305.0
185,4053.0,4772.0,6035.0,6653.0,4935.0,5796.0,8140.0,4399.0,5185.0,4161.0
186,4134.0,4605.0,5769.0,7137.0,4885.0,6575.0,8921.0,3881.0,5114.0,4595.0
187,4015.0,2838.0,4056.0,7531.0,2451.0,4178.0,5896.0,2335.0,4944.0,4090.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,6377.0,8528.0,12179.0,11658.0,9299.0,8493.0,14636.0,7751.0,9208.0,7179.0
190,5643.0,6670.0,11756.0,9349.0,6027.0,7554.0,11993.0,6908.0,8576.0,6093.0
191,4946.0,6219.0,9886.0,8611.0,7126.0,6913.0,10133.0,5267.0,7542.0,5200.0
192,4904.0,5907.0,9098.0,8088.0,6316.0,6576.0,10171.0,5928.0,7334.0,5048.0
193,4275.0,4885.0,9174.0,8236.0,6197.0,7280.0,11476.0,5194.0,7820.0,6122.0
194,4421.0,2670.0,4392.0,7589.0,2231.0,3817.0,5608.0,1949.0,6220.0,3957.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,4149.0,3658.0,5152.0,7070.0,4704.0,6092.0,8915.0,3989.0,5150.0,4553.0
197,3937.0,3726.0,5723.0,5869.0,4533.0,5706.0,9214.0,3462.0,5113.0,4482.0
198,3849.0,4282.0,5430.0,6350.0,4865.0,5702.0,9275.0,3689.0,4845.0,4160.0
199,3502.0,3531.0,5936.0,6893.0,4616.0,5203.0,9584.0,3986.0,5010.0,4238.0
200,4221.0,3441.0,5283.0,6436.0,4432.0,5370.0,8572.0,3011.0,5007.0,4264.0
201,3352.0,2059.0,3845.0,7118.0,2321.0,3365.0,6469.0,2257.0,4153.0,3927.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,6290.0,7249.0,10853.0,11092.0,8701.0,7860.0,17567.0,8276.0,8148.0,7368.0
204,5773.0,6802.0,10451.0,10780.0,7217.0,7285.0,15356.0,6882.0,6403.0,6378.0
205,5572.0,8295.0,10895.0,13403.0,8061.0,8941.0,15155.0,7197.0,6564.0,5915.0
206,4994.0,5640.0,8738.0,10622.0,6373.0,7614.0,12681.0,7286.0,6323.0,5861.0
207,4494.0,4776.0,7610.0,10075.0,4907.0,7097.0,10085.0,4905.0,5790.0,5052.0
208,4461.0,2641.0,4546.0,8898.0,1778.0,3869.0,7819.0,2372.0,4893.0,3805.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,4086.0,4066.0,5991.0,9408.0,4816.0,6104.0,12365.0,4805.0,5455.0,5504.0
211,3582.0,3434.0,6166.0,7559.0,4649.0,5376.0,11208.0,4090.0,4922.0,5008.0
212,4143.0,4467.0,5982.0,7156.0,5198.0,5704.0,10138.0,4158.0,4709.0,5064.0
213,3680.0,3949.0,5916.0,7481.0,3869.0,5490.0,9339.0,4648.0,4664.0,4719.0
214,3257.0,3551.0,5991.0,7842.0,3932.0,5659.0,9198.0,3901.0,5206.0,4829.0
215,3768.0,2624.0,3883.0,9149.0,2005.0,3693.0,5763.0,2378.0,4838.0,4648.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,5326.0,6518.0,10962.0,11913.0,7706.0,7464.0,14766.0,8337.0,9376.0,8062.0
218,5299.0,6154.0,10004.0,10673.0,6858.0,6352.0,12269.0,7033.0,5957.0,6781.0
219,4724.0,7229.0,8452.0,10063.0,6352.0,7249.0,10364.0,6040.0,5910.0,5972.0
220,4575.0,5186.0,8369.0,8712.0,5030.0,6217.0,9477.0,6922.0,5633.0,5212.0
221,4552.0,4895.0,7585.0,9338.0,5113.0,6380.0,10781.0,4651.0,5274.0,5604.0
222,4078.0,2731.0,3242.0,8244.0,1676.0,3491.0,6629.0,1725.0,4416.0,4703.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,3954.0,3747.0,4369.0,8709.0,4225.0,5933.0,8806.0,4048.0,4838.0,4556.0
225,3492.0,3894.0,5290.0,6887.0,3825.0,5391.0,8685.0,4103.0,4939.0,4433.0
226,3096.0,4399.0,5070.0,6617.0,4434.0,5685.0,7191.0,3740.0,4177.0,4709.0
227,3703.0,3998.0,5225.0,6866.0,3534.0,5365.0,6934.0,4272.0,5039.0,4359.0
228,3493.0,3652.0,4692.0,6562.0,3879.0,5853.0,7895.0,4104.0,4566.0,4592.0
229,4752.0,2546.0,3525.0,8107.0,1832.0,3638.0,5628.0,1890.0,4092.0,5032.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,5482.0,7453.0,9613.0,10157.0,7457.0,7736.0,11911.0,8021.0,8848.0,6588.0
232,5156.0,6529.0,8893.0,8147.0,6045.0,7031.0,10861.0,6986.0,6421.0,6350.0
233,4583.0,6474.0,8266.0,8351.0,5919.0,6443.0,9762.0,6032.0,5485.0,5791.0
234,4804.0,5527.0,7384.0,8283.0,5720.0,6362.0,9889.0,6844.0,6679.0,5578.0
235,5469.0,6280.0,8954.0,11704.0,6413.0,8711.0,11809.0,6390.0,6553.0,6448.0
236,5317.0,2803.0,3584.0,10740.0,2424.0,3929.0,6113.0,2942.0,5644.0,4717.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,4195.0,4305.0,5625.0,9030.0,4598.0,6533.0,7650.0,3931.0,6509.0,4674.0
239,3928.0,4199.0,5847.0,7646.0,4314.0,5940.0,8707.0,4698.0,4986.0,4968.0
240,3343.0,4709.0,6116.0,8203.0,3996.0,6322.0,7850.0,4359.0,5472.0,4160.0
241,3883.0,3784.0,4921.0,6803.0,3830.0,5564.0,7398.0,4907.0,4588.0,4717.0
242,3836.0,3793.0,4750.0,6979.0,4242.0,6108.0,7753.0,3586.0,5272.0,4582.0
243,4663.0,2540.0,3661.0,8461.0,1893.0,3465.0,5166.0,2323.0,5352.0,4467.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,5893.0,7005.0,11058.0,11987.0,7378.0,8207.0,10694.0,7467.0,9247.0,7486.0
246,5403.0,6578.0,8361.0,10610.0,6222.0,7267.0,11072.0,7007.0,6218.0,5937.0
247,5103.0,6537.0,8568.0,9365.0,5958.0,7434.0,8808.0,5863.0,6617.0,4936.0
248,5079.0,5558.0,8774.0,10257.0,5298.0,6728.0,9066.0,6614.0,5867.0,5681.0
249,5187.0,4954.0,8610.0,10197.0,5274.0,7310.0,9977.0,5226.0,6550.0,5518.0
250,4663.0,2841.0,3537.0,9177.0,2001.0,3408.0,5383.0,2382.0,4735.0,4262.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,4249.0,3837.0,5391.0,7911.0,3940.0,5625.0,7562.0,4001.0,5165.0,5405.0
253,3685.0,3823.0,5517.0,7248.0,3846.0,5448.0,7767.0,4473.0,4830.0,4394.0
254,3946.0,4574.0,5378.0,6701.0,3753.0,5013.0,6845.0,3545.0,4693.0,4544.0
255,3717.0,3840.0,5120.0,7017.0,3457.0,5521.0,6859.0,4278.0,4677.0,4205.0
256,3516.0,3949.0,5426.0,7047.0,4024.0,5424.0,7630.0,3628.0,4859.0,4708.0
257,3909.0,2651.0,3554.0,8631.0,1725.0,3601.0,4729.0,2023.0,4782.0,4137.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,4770.0,6802.0,9002.0,9908.0,7486.0,8462.0,9480.0,7534.0,7903.0,7333.0
260,4274.0,6387.0,8376.0,8701.0,5489.0,7593.0,10012.0,6431.0,5854.0,5854.0
261,4212.0,6708.0,7475.0,9053.0,5371.0,6689.0,8023.0,5200.0,5199.0,5359.0
262,4481.0,5795.0,7003.0,8447.0,4566.0,5579.0,8371.0,6475.0,5216.0,5083.0
263,4669.0,4874.0,8387.0,9621.0,5139.0,7168.0,9740.0,4989.0,5650.0,5088.0
264,4175.0,3428.0,3845.0,9274.0,2171.0,3605.0,5818.0,2604.0,5174.0,4681.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,4088.0,5610.0,8988.0,11276.0,4367.0,7368.0,9018.0,5396.0,6511.0,5515.0
267,4178.0,3830.0,5903.0,9255.0,4686.0,6953.0,9316.0,4857.0,5891.0,5542.0
268,4001.0,5238.0,6045.0,10077.0,5118.0,7239.0,8004.0,4771.0,6187.0,5743.0
269,0.0,2656.0,0.0,0.0,0.0,0.0,3020.0,0.0,0.0,0.0
270,5447.0,4671.0,8093.0,10204.0,5108.0,7090.0,9332.0,4802.0,6924.0,6017.0
271,5352.0,2688.0,4802.0,8938.0,2041.0,4016.0,5807.0,2862.0,5238.0,4833.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,6004.0,7368.0,10779.0,12159.0,8319.0,9003.0,12712.0,8217.0,9089.0,7173.0
274,5452.0,6282.0,9269.0,9872.0,5697.0,7720.0,10319.0,6621.0,7291.0,5908.0
275,4957.0,7006.0,8250.0,8963.0,6063.0,7411.0,7977.0,5218.0,6123.0,4946.0
276,5286.0,4972.0,8711.0,9118.0,4985.0,6387.0,8835.0,6000.0,5610.0,5067.0
